"row_id";"pedido";"data_pedido";"data_envio";"tipo_envio";"id_cliente";"nome_cliente";"Segmento";"Cidade";"Estado";"pais";"regiao";"material";"Categoria";"sub_categoria";"desc_material";"Vendas";"Quantidade";"Desconto";"Lucro"
1395;MX-2022-136980;"10/27/2022";"11/3/2022";Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Las Tunas;Las Tunas;Cuba;Caribe;TEC-CO-10003314;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Colorida;"1292,8092";1;"0,002";"554,4092"
1396;MX-2022-136980;"10/27/2022";"11/3/2022";Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Las Tunas;Las Tunas;Cuba;Caribe;TEC-CO-10000089;Tecnologia;Copiadoras;Brother Fax sem fio, Digital;"5035,908";2;"0,002";"1049,508"
1397;MX-2023-105907;"12/27/2023";"12/29/2023";Segunda classe;LR-17260;Letícia Rodrigues;Varejo;Mixco;Guatemala;Guatemala;Central;MÓV-CA-10002330;Móveis;Cadeiras;Harbour Creations Banqueta, Preto;"8292,2";7;"0";"497"
1398;MX-2021-105648;"2/16/2021";"2/18/2021";Primeira classe;MF-18145;Maria Fernandes;Varejo;Arica;Arica e Parinacota;Chile;Sul;TEC-AC-10003603;Tecnologia;Acessórios;Logitech Teclado, Econômico;"3381";7;"0";"844,2"
1399;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;MAT-PA-10002714;Material de escritório;Papel;Enermax Resma, Premium;"189,8";1;"0";"81,6"
1400;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;MÓV-CA-10000347;Móveis;Cadeiras;Harbour Creations Protetor de piso, Vermelho;"1920";5;"0,2";-384
1401;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;MAT-MA-10002708;Material de escritório;Materiais;Fiskars Tesouras, Aço;"601,6";4;"0";"101,6"
1402;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;MÓV-CA-10001016;Móveis;Cadeiras;Harbour Creations Protetor de piso, Preto;"742,08";2;"0,2";-27,92
1403;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;MÓV-MÓ-10002286;Móveis;Móveis;Deflect-O Porta retrato, Embalagem multipack;"415,68";2;"0,4";"6,88"
1404;MX-2023-166142;"12/4/2023";"12/10/2023";Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Orizaba;Veracruz;México;Norte;TEC-AC-10003203;Tecnologia;Acessórios;Enermax Teclado, Econômico;"2225,6";4;"0";"132,8"
1405;MX-2022-152996;"1/20/2022";"1/27/2022";Classe padrão;RF-20140;Ryan Fernandes;Grande Empresa;Araguaína;Tocantins;Brasil;Sul;MAT-PA-10003844;Material de escritório;Papel;Eaton Caderno, Premium;"886";5;"0";"363"
1406;MX-2022-152996;"1/20/2022";"1/27/2022";Classe padrão;RF-20140;Ryan Fernandes;Grande Empresa;Araguaína;Tocantins;Brasil;Sul;MAT-FI-10001984;Material de escritório;Fichários;Cardinal Encadernadora, Reciclado;"1002,6";3;"0";"420,6"
1407;MX-2022-152996;"1/20/2022";"1/27/2022";Classe padrão;RF-20140;Ryan Fernandes;Grande Empresa;Araguaína;Tocantins;Brasil;Sul;MÓV-CA-10001506;Móveis;Cadeiras;Harbour Creations Banqueta, Vermelho;"2401,6";2;"0";"696,4"
1408;MX-2022-152996;"1/20/2022";"1/27/2022";Classe padrão;RF-20140;Ryan Fernandes;Grande Empresa;Araguaína;Tocantins;Brasil;Sul;MÓV-ES-10004287;Móveis;Estantes;Bush Estante tradicional, Tradicional;"27512";10;"0";"1100"
1409;MX-2023-127117;"9/25/2023";"9/29/2023";Classe padrão;MP-18190;Maria Pinto;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-AC-10003906;Material de escritório;Eletrônicos;KitchenAid Torradeira, Prata;"1377,12";3;"0,2";"189,12"
1410;MX-2023-106208;"6/26/2023";"6/30/2023";Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10000190;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Durável;"456";5;"0";"168"
1411;MX-2023-106208;"6/26/2023";"6/30/2023";Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10004842;Material de escritório;Etiquetas;Smead Etiquetas jurídicas, Durável;"306,4";4;"0";"36"
1412;MX-2023-106208;"6/26/2023";"6/30/2023";Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;Managua;Managua;Nicarágua;Central;TEC-TE-10003922;Tecnologia;Telefones;Samsung Telefone do escritório, Azul;"2174";5;"0";"804"
1413;MX-2023-106208;"6/26/2023";"6/30/2023";Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;Managua;Managua;Nicarágua;Central;MAT-FI-10001873;Material de escritório;Fichários;Avery Encadernadora, Durável;"2349,2";7;"0";"327,6"
1414;MX-2021-127831;"9/6/2021";"9/8/2021";Primeira classe;EB-13975;Evelyn Barbosa;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10004055;Material de escritório;Materiais;Kleencut Estilete, Retangular;"167,2";1;"0,2";"20,8"
1415;MX-2021-127831;"9/6/2021";"9/8/2021";Primeira classe;EB-13975;Evelyn Barbosa;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10000011;Material de escritório;Colchetes;OIC Alfinetes, Metal;"561,12";7;"0,2";"55,72"
1416;MX-2020-114790;"11/2/2020";"11/6/2020";Classe padrão;JB-15790;Julian Barbosa;Varejo;Cosmópolis;São Paulo;Brasil;Sul;MAT-CO-10001674;Material de escritório;Colchetes;Stockwell Alfinetes, Tamanhos variados;"236,4";3;"0";"30,6"
1417;MX-2023-125220;"2/5/2023";"2/9/2023";Classe padrão;JO-15730;Julia Oliveira;Varejo;San Martín;San Salvador;El Salvador;Central;MAT-FI-10000911;Material de escritório;Fichários;Cardinal Divisórias, Econômico;"96,8";2;"0";"44,4"
1418;MX-2022-144995;"12/3/2022";"12/7/2022";Classe padrão;BL-11290;Bianca Lima;Varejo;La Paz;La Paz;Bolívia;Sul;MÓV-MÓ-10000978;Móveis;Móveis;Eldon Relógio de parede, Premium;"2205,6";6;"0";"1058,4"
1419;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-EN-10003541;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Vermelho;"299,16";3;"0,4";-105,24
1420;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-EN-10002451;Material de escritório;Envelopes;GlobeWeis Envelope kraft, Conjunto de 50;"328,68";3;"0,4";-131,52
1421;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MÓV-ES-10003096;Móveis;Estantes;Safco Conjunto de pratelheiras, Preto;"1584,72";2;"0,4";-1003,68
1422;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-PA-10003495;Material de escritório;Papel;Green Bar Artigos de papelaria, Multicolorido;"199,2";1;"0,4";-86,4
1423;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-PA-10003911;Material de escritório;Papel;Eaton Cadernetas, Multicolorido;"121,2";2;"0,4";-60,8
1424;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-AR-10001690;Material de escritório;Arte;Stanley Bloco de desenho, Embalagem tipo bulk;"357,6";2;"0,4";-59,6
1425;US-2022-112823;"1/8/2022";"1/14/2022";Classe padrão;DS-12925;Diego Silva;Varejo;Lima;Lima;Peru;Sul;MAT-EN-10000772;Material de escritório;Envelopes;Cameo Malote, Reciclado;"739,68";4;"0,4";-37,12
1426;US-2022-134803;"8/30/2022";"8/30/2022";No mesmo dia;TD-20950;Tomás Dias;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MÓV-CA-10000195;Móveis;Cadeiras;Novimex Cadeira dobrável, Ajustável;"1694,4";5;"0,4";-1101,6
1427;US-2022-134803;"8/30/2022";"8/30/2022";No mesmo dia;TD-20950;Tomás Dias;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MÓV-CA-10003953;Móveis;Cadeiras;Harbour Creations Cadeira de balanço, Vermelho;"1765,08";3;"0,4";-970,92
1428;MX-2020-155719;"12/7/2020";"12/12/2020";Classe padrão;LB-17530;Lucas Barros;Varejo;San Francisco del Rincón;Guanajuato;México;Norte;MÓV-CA-10004440;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Par;"1362,56";4;"0,2";"306,56"
1429;MX-2023-118472;"6/14/2023";"6/17/2023";Primeira classe;AC-10495;Amanda Costa;Grande Empresa;Milpa Alta;Distrito Federal;México;Norte;MÓV-ME-10003318;Móveis;Mesas;Bevis Mesa de madeira, Preto;"5691,84";2;"0,2";"142,24"
1430;MX-2022-107097;"9/7/2022";"9/12/2022";Classe padrão;VA-21145;Vinicius Araujo;Grande Empresa;Bucaramanga;Santander;Colômbia;Sul;MAT-MA-10004043;Material de escritório;Materiais;Kleencut Tesouras, Industrial;"322,6";1;"0";"103,2"
1431;MX-2022-107097;"9/7/2022";"9/12/2022";Classe padrão;VA-21145;Vinicius Araujo;Grande Empresa;Bucaramanga;Santander;Colômbia;Sul;MAT-EN-10001187;Material de escritório;Envelopes;Kraft Malote, Prata;"657,6";2;"0";"295,6"
1432;MX-2023-166954;"11/10/2023";"11/17/2023";Classe padrão;CG-12100;Camila Goncalves;Pequenas e Medias Empresas;Cidade do México;Distrito Federal;México;Norte;MAT-EN-10003050;Material de escritório;Envelopes;Ames Fita dupla face, Prata;"281,2";2;"0";"53,2"
1433;US-2020-127698;"10/18/2020";"10/24/2020";Classe padrão;DS-12850;Davi Santos;Varejo;La Ceiba;Atlántida;Honduras;Central;MAT-FI-10003889;Material de escritório;Fichários;Wilson Jones Divisórias, Econômico;"180,6";7;"0,4";-60,2
1434;MX-2020-166576;"7/10/2020";"7/15/2020";Classe padrão;EB-13150;Eduarda Barros;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MAT-MA-10002198;Material de escritório;Materiais;Kleencut Abridor de carta, Azul;"902";5;"0";"351"
1435;MX-2023-104780;"10/25/2023";"10/30/2023";Classe padrão;RF-19915;Rebeca Fernandes;Varejo;Gravatá;Pernambuco;Brasil;Sul;MÓV-CA-10001371;Móveis;Cadeiras;SAFCO Poltrona, Vermelho;"24609,6";8;"0";"491,2"
1436;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;TEC-CO-10000626;Tecnologia;Copiadoras;Sharp Fax, Par;"11802,348";6;"0,002";"1394,748"
1437;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MÓV-CA-10004202;Móveis;Cadeiras;Office Star Poltrona, Preto;"9300";3;"0";"4557"
1438;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MÓV-CA-10002419;Móveis;Cadeiras;HON Cadeira de praia, Par;"948";3;"0";"274,8"
1439;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MAT-PA-10000502;Material de escritório;Papel;Green Bar Papel de pergaminho, Premium;"333,6";3;"0";"139,8"
1440;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MAT-AC-10000332;Material de escritório;Eletrônicos;KitchenAid Liquidificador, Branco;"1939,8";3;"0";"678,6"
1441;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MAT-PA-10000202;Material de escritório;Papel;Xerox Artigos de papelaria, Reciclado;"598,4";2;"0";"275,2"
1442;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MAT-MA-10001557;Material de escritório;Materiais;Elite Cortador de papel, Azul;"1111,2";4;"0";"400"
1443;MX-2021-151680;"5/22/2021";"5/29/2021";Classe padrão;MM-18490;Marisa Martins;Pequenas e Medias Empresas;Curitiba;Paraná;Brasil;Sul;MAT-AC-10004091;Material de escritório;Eletrônicos;Breville Moedor de café, Branco;"1200";3;"0";"240"
1444;MX-2022-166534;"4/2/2022";"4/9/2022";Classe padrão;AB-10555;Ana Barbosa;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10001308;Material de escritório;Armazenamento;Smead Pastas, Metal;"441,6";4;"0";"74,4"
1445;US-2023-140375;"5/2/2023";"5/7/2023";Segunda classe;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Callao;Callao;Peru;Sul;MÓV-MÓ-10004592;Móveis;Móveis;Tenex Relógio de parede, Durável;"189,12";1;"0,4";-12,68
1446;US-2023-140375;"5/2/2023";"5/7/2023";Segunda classe;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Callao;Callao;Peru;Sul;MAT-FI-10003598;Material de escritório;Fichários;Avery Reforço para fichário, Transparente;"46,44";3;"0,4";-24,36
1447;MX-2020-131009;"11/12/2020";"11/16/2020";Classe padrão;DF-13090;Douglas Ferreira;Varejo;Huehuetenango;Huehuetenango;Guatemala;Central;MAT-CO-10002929;Material de escritório;Colchetes;Accos Alfinetes, Tamanhos variados;"159,6";2;"0";"68,4"
1448;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MÓV-CA-10004138;Móveis;Cadeiras;Novimex Cadeira de praia, Vermelho;"1532";5;"0";"153"
1449;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MÓV-CA-10001309;Móveis;Cadeiras;SAFCO Cadeira de praia, Ajustável;"1038,6";3;"0";"415,2"
1450;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-AR-10002512;Material de escritório;Arte;Sanford Marcador, Tamanhos variados;"1057,2";6;"0";"264"
1451;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-FI-10004261;Material de escritório;Fichários;Ibico Capa para fichário, Durável;"202";2;"0";"14"
1452;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-EN-10002602;Material de escritório;Envelopes;Cameo Com lacre, Reciclado;"492,8";2;"0";"231,6"
1453;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-MA-10004042;Material de escritório;Materiais;Acme Régua, Azul;"334,2";3;"0";"39,6"
1454;MX-2021-104269;"11/17/2021";"11/21/2021";Classe padrão;VM-21085;Victor Martins;Varejo;Mejicanos;San Salvador;El Salvador;Central;MÓV-ES-10003506;Móveis;Estantes;Ikea Par, Branco;"3348,8";4;"0";"1439,2"
1455;MX-2020-161746;"12/16/2020";"12/20/2020";Classe padrão;VM-21085;Victor Martins;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MAT-FI-10002895;Material de escritório;Fichários;Avery Pasta argolada, Reciclado;"442";5;"0";"39"
1456;MX-2020-164322;"4/23/2020";"4/29/2020";Classe padrão;SS-20335;Samuel Sousa;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-EN-10003935;Material de escritório;Envelopes;Ames Envelope kraft, Reciclado;"313,2";2;"0";"53,2"
1457;MX-2020-164322;"4/23/2020";"4/29/2020";Classe padrão;SS-20335;Samuel Sousa;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-FI-10000581;Material de escritório;Fichários;Ibico Perfurador, Reciclado;"410,8";2;"0";"139,6"
1458;MX-2022-123456;"12/1/2022";"12/4/2022";Segunda classe;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Escuintla;Escuintla;Guatemala;Central;MAT-FI-10003889;Material de escritório;Fichários;Wilson Jones Divisórias, Econômico;"86";2;"0";"17,2"
1459;MX-2022-169495;"12/10/2022";"12/13/2022";Primeira classe;CM-12190;Carla Melo;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-MA-10001173;Material de escritório;Materiais;Kleencut Cortador de papel, Industrial;"2009";7;"0";"340,2"
1460;MX-2022-169495;"12/10/2022";"12/13/2022";Primeira classe;CM-12190;Carla Melo;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-CO-10002916;Material de escritório;Colchetes;Advantus Elásticos, Embalagem tipo bulk;"221,2";2;"0";"28,4"
1461;MX-2022-169495;"12/10/2022";"12/13/2022";Primeira classe;CM-12190;Carla Melo;Varejo;Milpa Alta;Distrito Federal;México;Norte;TEC-AC-10001923;Tecnologia;Acessórios;Belkin Mouse, Durável;"818,4";3;"0";"294,6"
1462;MX-2022-169495;"12/10/2022";"12/13/2022";Primeira classe;CM-12190;Carla Melo;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-ET-10000489;Material de escritório;Etiquetas;Harbour Creations Etiquetas de envio, Branco;"458,4";6;"0";"132"
1463;US-2023-154991;"10/18/2023";"10/23/2023";Segunda classe;MR-18520;Marisa Rodrigues;Grande Empresa;Caracas;Distrito Capital;Venezuela;Sul;MÓV-ME-10001414;Móveis;Mesas;Bevis Mesa de madeira, Montado;"1070,16";1;"0,7";-1962,04
1464;US-2023-154991;"10/18/2023";"10/23/2023";Segunda classe;MR-18520;Marisa Rodrigues;Grande Empresa;Caracas;Distrito Capital;Venezuela;Sul;MAT-ET-10001178;Material de escritório;Etiquetas;Smead Etiquetas para codificação colorida, Branco;"52,2";1;"0,4";-14
1465;MX-2021-105879;"11/14/2021";"11/14/2021";No mesmo dia;IL-15160;Igor Lima;Pequenas e Medias Empresas;La Romana;La Romana;República Dominicana;Caribe;MAT-PA-10000497;Material de escritório;Papel;Eaton Agenda, Reciclado;"218,56";2;"0,2";"29,76"
1466;US-2022-138758;"3/24/2022";"3/26/2022";Primeira classe;LC-17575;Lucas Correia;Varejo;San Miguelito;Panamá;Panamá;Central;TEC-CO-10002556;Tecnologia;Copiadoras;Brother Fax sem fio, Colorida;"4547,79";3;"0,402";-2601,21
1467;MX-2022-139759;"9/6/2022";"9/13/2022";Classe padrão;AM-10615;Ana Martins;Grande Empresa;Monterrey;Novo Leão;México;Norte;MAT-CO-10004940;Material de escritório;Colchetes;Stockwell Alfinetes, Tamanhos variados;"152,4";2;"0";"45,6"
1468;MX-2022-139759;"9/6/2022";"9/13/2022";Classe padrão;AM-10615;Ana Martins;Grande Empresa;Monterrey;Novo Leão;México;Norte;MÓV-CA-10002213;Móveis;Cadeiras;Office Star Cadeira de praia, Vermelho;"591,36";2;"0,2";"36,96"
1469;MX-2022-137981;"5/16/2022";"5/20/2022";Classe padrão;GR-14695;Giovana Rocha;Grande Empresa;Maracaibo;Zulia;Venezuela;Sul;MAT-AR-10000951;Material de escritório;Armazenamento;Rogers Caixa, Tamanho real;"864";9;"0,4";"43,2"
1470;MX-2022-137981;"5/16/2022";"5/20/2022";Classe padrão;GR-14695;Giovana Rocha;Grande Empresa;Maracaibo;Zulia;Venezuela;Sul;MAT-MA-10000769;Material de escritório;Materiais;Elite Abridor de carta, Aço;"320,4";3;"0,4";-213,6
1471;MX-2021-133480;"12/21/2021";"12/23/2021";Segunda classe;NS-19330;Nicole Sousa;Varejo;Celaya;Guanajuato;México;Norte;MAT-FI-10001059;Material de escritório;Fichários;Acco Reforço para fichário, Reciclado;"187,2";4;"0";"87,2"
1472;MX-2021-133480;"12/21/2021";"12/23/2021";Segunda classe;NS-19330;Nicole Sousa;Varejo;Celaya;Guanajuato;México;Norte;TEC-CO-10000545;Tecnologia;Copiadoras;HP Tinta, Colorida;"7792,7832";9;"0,002";"2169,5832"
1473;MX-2021-133480;"12/21/2021";"12/23/2021";Segunda classe;NS-19330;Nicole Sousa;Varejo;Celaya;Guanajuato;México;Norte;MÓV-ES-10000484;Móveis;Estantes;Dania Conjunto de pratelheiras, Tradicional;"1806,4";2;"0,2";-429,2
1474;MX-2021-133480;"12/21/2021";"12/23/2021";Segunda classe;NS-19330;Nicole Sousa;Varejo;Celaya;Guanajuato;México;Norte;MAT-AR-10001733;Material de escritório;Armazenamento;Smead Pratelheiras, Azul;"652,4";2;"0";"6,4"
1475;MX-2023-135867;"7/11/2023";"7/16/2023";Classe padrão;OC-19360;Otávio Cavalcanti;Varejo;Coatzacoalcos;Veracruz;México;Norte;MAT-ET-10002096;Material de escritório;Etiquetas;Avery Etiquetas de envio, Branco;"316";4;"0";"151,2"
1476;MX-2020-162572;"10/11/2020";"10/15/2020";Classe padrão;LC-16570;Larissa Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-CO-10003274;Tecnologia;Copiadoras;Sharp Copiadora para uso pessoal, Par;"1435,2";3;"0,402";"91,2"
1477;MX-2020-162572;"10/11/2020";"10/15/2020";Classe padrão;LC-16570;Larissa Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10003653;Material de escritório;Arte;Crayola Apontador, Embalagem tipo bulk;"215,52";2;"0,4";-111,68
1478;MX-2021-163937;"10/28/2021";"10/31/2021";Primeira classe;IA-15385;Isabelle Almeida;Varejo;Bogotá;Bogotá;Colômbia;Sul;MAT-FI-10000063;Material de escritório;Fichários;Avery Pasta argolada, Transparente;"247,2";3;"0";"51,6"
1479;MX-2021-110394;"6/7/2021";"6/12/2021";Classe padrão;CM-12475;Cauã Melo;Varejo;Ixtapaluca;México;México;Norte;TEC-AC-10002133;Tecnologia;Acessórios;Memorex Roteador, Durável;"8214";5;"0";"82"
1480;MX-2021-110394;"6/7/2021";"6/12/2021";Classe padrão;CM-12475;Cauã Melo;Varejo;Ixtapaluca;México;México;Norte;TEC-AC-10000500;Tecnologia;Acessórios;SanDisk Teclado numérico, Programável;"3790";10;"0";"568"
1481;MX-2021-110394;"6/7/2021";"6/12/2021";Classe padrão;CM-12475;Cauã Melo;Varejo;Ixtapaluca;México;México;Norte;MAT-ET-10002536;Material de escritório;Etiquetas;Smead Etiquetas de envio, Vermelho;"685,8";9;"0";"266,4"
1482;US-2023-158316;"6/4/2023";"6/9/2023";Classe padrão;DS-12850;Davi Santos;Varejo;Ayacucho;Ayacucho;Peru;Sul;MAT-MA-10000459;Material de escritório;Materiais;Elite Régua, Aço;"158,4";3;"0,4";-48
1483;MX-2022-142755;"1/18/2022";"1/22/2022";Segunda classe;EC-13165;Eduarda Carvalho;Varejo;Managua;Managua;Nicarágua;Central;MÓV-CA-10002356;Móveis;Cadeiras;SAFCO Cadeira de praia, Vermelho;"988,8";3;"0";"197,4"
1484;MX-2022-142755;"1/18/2022";"1/22/2022";Segunda classe;EC-13165;Eduarda Carvalho;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10000128;Material de escritório;Materiais;Acme Tesouras, Aço;"1315,2";4;"0";"249,6"
1485;MX-2022-129952;"12/7/2022";"12/12/2022";Classe padrão;BA-11320;Brenda Almeida;Varejo;Zapopan;Jalisco;México;Norte;MAT-MA-10000135;Material de escritório;Materiais;Fiskars Abridor de carta, Industrial;"1182";6;"0";"200,4"
1486;MX-2022-129952;"12/7/2022";"12/12/2022";Classe padrão;BA-11320;Brenda Almeida;Varejo;Zapopan;Jalisco;México;Norte;MAT-EN-10003354;Material de escritório;Envelopes;Cameo Envelope kraft, Conjunto de 50;"720";4;"0";"50,4"
1487;US-2022-159919;"9/18/2022";"9/20/2022";Segunda classe;JS-15595;José Silva;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-ET-10001887;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Vermelho;"130,56";2;"0,2";-9,84
1488;MX-2023-169348;"11/20/2023";"11/27/2023";Classe padrão;LG-17125;Leonor Goncalves;Varejo;Managua;Managua;Nicarágua;Central;MÓV-MÓ-10001433;Móveis;Móveis;Eldon Porta retrato, Premium;"1134,6";3;"0";"226,8"
1489;MX-2022-107440;"4/2/2022";"4/4/2022";Primeira classe;BA-11770;Bruno Araujo;Varejo;Brasília;Distrito Federal;Brasil;Sul;MÓV-MÓ-10002503;Móveis;Móveis;Advantus Peso de porta, Durável;"1402";5;"0";"70"
1490;MX-2022-107440;"4/2/2022";"4/4/2022";Primeira classe;BA-11770;Bruno Araujo;Varejo;Brasília;Distrito Federal;Brasil;Sul;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;"934,2";3;"0";"373,2"
1491;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;TEC-AC-10002898;Tecnologia;Acessórios;Enermax Teclado numérico, Durável;"3452,4";9;"0";"723,6"
1492;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;MÓV-ME-10002895;Móveis;Mesas;Lesro Mesa de madeira, Branco;"15027,84";6;"0,2";"4131,84"
1493;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;MÓV-MÓ-10001468;Móveis;Móveis;Advantus Peso de porta, Premium;"291";1;"0";"43,6"
1494;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;TEC-AC-10003897;Tecnologia;Acessórios;SanDisk Cartão de memória, Econômico;"4496,4";6;"0";"1843,2"
1495;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-MA-10002669;Material de escritório;Materiais;Fiskars Abridor de carta, Aço;"728,8";4;"0";"269,6"
1496;MX-2020-127250;"6/3/2020";"6/9/2020";Classe padrão;CC-12010;Camila Cavalcanti;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-ET-10002699;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Vermelho;"219";5;"0";"78"
1497;US-2021-116918;"9/21/2021";"9/23/2021";Segunda classe;MC-19105;Murilo Correia;Varejo;General Escobedo;Novo Leão;México;Norte;MÓV-MÓ-10004431;Móveis;Móveis;Deflect-O Relógio de parede, Preto;"603,72";3;"0,4";-251,88
